player_id,player_url,stats_url,player_name_clean,bat_matches,bat_innings,bat_not_out,bat_runs,bat_highest_runs,bat_avg,bat_sr,bat_30s,bat_50s,bat_100s,bat_4s,bat_6s,bowl_matches,bowl_innings,bowl_overs,bowl_maidens,bowl_wickets,bowl_runs_conceded,bowl_best_bowling,bowl_3w,bowl_5w,bowl_economy,bowl_avg,bowl_sr,bowl_wides,bowl_noballs,bowl_dot_balls,bowl_4s,bowl_6s,field_matches,field_catches,field_stumpings,field_run_outs,field_assisted_run_outs,field_caught_behind
45072446,https://cricheroes.com/player-profile/45072446/pranay-shah,https://cricheroes.com/player-profile/45072446/pranay-shah/stats,Pranay,5,5,0,45,19,9,128.57,0,0,0,2,3,5,5,4.5,0,3,47,01-Apr,0,0,9.72,15.67,9.67,6,5,13,2,1,5,4,0,0,0,0
33482278,https://cricheroes.com/player-profile/33482278/pranjal-pisolkar,https://cricheroes.com/player-profile/33482278/pranjal-pisolkar/stats,Pranjal,22,22,0,161,45,7.32,134.17,1,0,0,10,13,22,1,1,0,0,9,0/9,0,0,9,0,0,1,0,3,0,1,22,2,2,2,0,0
32659480,https://cricheroes.com/player-profile/32659480/pranshu-sanena,https://cricheroes.com/player-profile/32659480/pranshu-sanena/stats,Pranshu,40,33,9,256,43,10.67,168.42,2,0,0,9,30,40,25,24,0,10,305,01-Mar,0,0,12.71,30.5,14.4,17,8,53,6,33,40,13,0,3,2,1
14914823,https://cricheroes.com/player-profile/14914823/pravin-pg,https://cricheroes.com/player-profile/14914823/pravin-pg/stats,Pravin,53,52,13,622,50,15.95,131.78,4,1,0,56,35,53,16,15.2,0,13,166,02-Apr,0,0,10.83,12.77,7.08,8,25,41,7,9,53,19,2,7,2,0
11591330,https://cricheroes.com/player-profile/11591330/rajesh-shah,https://cricheroes.com/player-profile/11591330/rajesh-shah/stats,Rajesh,73,71,8,548,45,8.7,123.15,3,0,0,18,33,73,11,10.3,1,13,107,Mar-16,1,0,10.19,8.23,4.85,8,8,26,1,0,73,7,0,8,0,0
39598214,https://cricheroes.com/player-profile/39598214/rajesh-vora,https://cricheroes.com/player-profile/39598214/rajesh-vora/stats,Rajesh,9,9,2,17,6,2.43,54.84,0,0,0,1,0,9,,,,0,17,,,,,,,,,,,,9,0,0,0,0,0
27875513,https://cricheroes.com/player-profile/27875513/ramesh,https://cricheroes.com/player-profile/27875513/ramesh/stats,Ramesh,16,7,2,6,2,1.2,24,0,0,0,0,0,16,,,,0,6,,,,,,,,,,,,16,0,0,0,0,0
3821219,https://cricheroes.com/player-profile/3821219/romit,https://cricheroes.com/player-profile/3821219/romit/stats,Romit,144,115,21,603,43,6.41,112.5,3,0,0,20,33,144,86,81.2,0,62,832,03-May,1,0,10.23,13.42,7.87,42,49,181,25,41,144,11,0,13,2,0
3784357,https://cricheroes.com/player-profile/3784357/sagar-harde,https://cricheroes.com/player-profile/3784357/sagar-harde/stats,Sagar,36,32,10,235,57,10.68,111.37,0,1,0,15,10,36,19,19,0,23,186,03-Jul,2,0,9.79,8.09,4.96,20,3,48,5,15,36,5,2,6,0,0
12958133,https://cricheroes.com/player-profile/12958133/sahil-shah-p.g.,https://cricheroes.com/player-profile/12958133/sahil-shah-p.g./stats,Sahil,129,110,37,1168,45,16,158.91,8,0,0,60,88,129,74,68.4,0,48,766,03-Jan,2,0,11.16,15.96,8.58,38,63,161,43,45,129,71,0,24,5,0
17529972,https://cricheroes.com/player-profile/17529972/sahil-doshi,https://cricheroes.com/player-profile/17529972/sahil-doshi/stats,Sahil,94,69,19,345,38,6.9,129.21,1,0,0,7,32,94,89,89,0,63,822,03-Jun,1,0,9.24,13.05,8.48,27,58,204,27,53,94,18,1,11,2,0
5235475,https://cricheroes.com/player-profile/5235475/sajil-shah,https://cricheroes.com/player-profile/5235475/sajil-shah/stats,Sajil,407,383,73,4068,68,13.12,156.64,27,4,0,106,381,407,350,348,4,233,2556,04-Jun,9,0,7.34,10.97,8.96,328,36,1032,61,182,407,236,0,99,7,0
11262998,https://cricheroes.com/player-profile/11262998/sanjay-patel,https://cricheroes.com/player-profile/11262998/sanjay-patel/stats,Sanjay,96,59,12,234,13,4.98,104.93,0,0,0,7,18,96,81,79.3,2,50,576,2/0,0,0,7.25,11.52,9.54,37,5,204,26,27,96,6,0,12,2,9
